Puzzle 10x10 #16,10,10,1Y9Y39GeQHf4Sa59YmKWS9A2KX82OqaO9ae3FA5AG5eaIY99CGcm699S1aHXCKI25A5ebK8W592D4Y4YG__hG9KYYM84W43qIKm4,259A3985DAq1EIH9eXAGZ9eGHC243QI399e6pAKK2KH99eIImWq6399EGI5CXeIG5eHAoY22Ka1D8KGK1Vxh8a5e5iWGGGXf9eX8,24.92
Puzzle 10x10 #17,10,10,Xaa24E6Ia5M12m59e5OeK5-a_539dLY84111I9WAHKOX2WaW4AC9ac4r8_8KGI5K1GKAaef6CXelO3W2X5AXY82AdeWy4AI9ae12,39981E399AM243eIK5CKYH-9VAmadgKWGWGGaaGKY5C642aW4Ymaaq1w1l8K2aYY42KYIYq3Om5_3OGGXAK3eWGHFA1v8H999eGG,17.46
Puzzle 10x10 #18,10,10,1mO9q2eaXOnIymYa3HD83X212uWA5II4Y9W29OAAXO4vW_HImJYzWAI1A15G6eGIe18qGaA3H4lr41zO4emJ4G46YY5BOK99IXO4,1C39D859C6Z9UXAa3ecG3OWG4n8KYII1Aa24a6KK3O4p8teamcHl8KaGY4YG3eGaY24q2IHCY1VwW1VO2Y3QWGG3eKHPOH999OX8,24.92
Puzzle 10x10 #19,10,10,4MGHYKJaaA2lY33a8W22GY8A2m9iUKLkImmaY6aZYWmaXa4eOITWY36TY1mO18a6aY2-Ga1aA6569WCCEK11mGYOA5e9iI99C8eO,1B85A5D99A1Ve6ma224G2YGYGX9PvALT9O39A39SYW39CI4HOaN8KXCrA4XCWGa6aY1-8a4aYm5OaGXCZe2GX8Y3AYH9P999OGHO,17.51
Puzzle 10x10 #20,10,10,1e69a9oIaGKz6eA66K5WYWWG1yAKGxhWYaPH8YAYWeT1865a29W14WWa6G-44VI9-Ka1g4m422WI5OA1G3u9Y6Oa3L6eM1HPDW4C,1A3999B9985VO5A3O5A4YWGW1UHe1_N859iH85eKWHh8W3Aa2a24G24Im1-82t99-AI1gGmG4WGIHCK426Z9A3OaXgmHP8HPf81O,24.94
Puzzle 10x10 #21,10,10,C5GH1y13PYY9WeweamY5e8-WI261AK21e515S9CGWuK4-89424a85IW8-a-2KmHG1W4I8KDKmGlKmGm3mKGW8H6YAg1iy9d2OK86,3A1A1F83BAKI4HkH9OKKY1-8aG64YYGWKY4Yn9OG1EY1-8I424aGKaG1-9-8Y6YW24WIWKqHO1xA6GXCXA242KmK5g1Pv9v8Xe1O,17.51
Puzzle 10x10 #22,10,10,m9qIaX821AeX5XH1tWHC3f1XYYmaO5a18KK59K5Y51-a6H6a4zIe24WG1ZWHmma1-HHgm5NeI4aAHG94G8KIWYmYAM4e2FIQa2eO,39D99C241AKXA6Y1x85OXD8mKK6IXAa24YYYIHAKY1-9OHOI1_IYG2421SWK3OI1-AHg3eNAIWIHAGI4WGKI4HCHAo1e1v9f98HO,25.01
Puzzle 10x10 #23,10,10,C8WUI5O9A1LX4e4DA2OeHA4zG2_4mHHa2YA18WKC85O5a3Gx19K4Ye3MK9544-WOdh1mKRIK28G8YO8KuKeIEeYe5b4uG2C1U5C2,381F9A39A2LCWK1QK1OKYY1l81z83eKIWHAW24HCW5O59O4t8aY4Y5CbeIY41-8mdh86KsaH8WGGYmWKZA59E5AK5iGn8Wm1veX8,17.71
Puzzle 10x10 #24,10,10,2q38pWGCeeHXZ2Ym9IWY4HAeEH594QJXC989nGVWu4e69OAY89YYG3Hmmm6YAW_XW9em9ca45KY18I6X2ICO8q-KH5AEHIHGW698,1DC1F81C5AYXEWHCaa2K2KYHEYYa2qq3OaGIn8t8Z8KX9CHAWIKY43e63O6KY1zCGaHOaqIWY5e24aXC2I6m1D-e5eHuH9eWGX98,25.41
Puzzle 10x10 #25,10,10,XY85DA6a9eI6I3XI1657CCXCIm6K6aH3aCCY9X92X59YYeH3HDeIYmH1PBA8ACCIa24HA4qH4aC2-WYZ3X1ieYe8145qYY2AM9M1,3A45DA399AImaXCIG65S3OXCa3OYmaHCaXCH9Oa43ea5e5A3ecKaY3e1PPeGYXCII425A2Je2Im1-8HS3O4MHAYG2WHfeH8HP9P8,18.06
Puzzle 10x10 #26,10,10,4GXIH18pKGUGA8-8aI57OqCe8YIeC5H94aWGH55WY4aIKAGp49x1Kq158WG5Y91IwC9zYfbeHOK951V1AG2O9W11I8Yq91ApaqIG,2439A41FA2p8K1-8aIHS3QXAWKa5OYKI2IWWY5AGY4IIHA1v8It8HQ4K242KYI19wX9xAqMHA6H9AGt8YG4mI24GaGHf98Hv9f98,25.48
Puzzle 10x10 #27,10,10,1XIOWKay5mYA52_m84O56eGbYa88pY48W3AGaa814-TAAhWZCe1G8Ox8XaYZ2JI28G9mIKuII96YAAmC893KCe_4YFKMOK4CG11W,239C259FA6KKY1zCWGmKXe1Pea21Fe2446Y4IaG41-heKr8nCYWGGXl86a5S1D98WGamaYZ999CY5e3O2I3AXAt85UHPOH8mGWWG,18.32
Puzzle 10x10 #28,10,10,GQcI4YFIICamaI58AH316634eI56eK91eFC6CYeCH5IaKQWaA46K8KAa54UCmQKCIOeC1c545KXOCIa8SKPOmaAmXA2O1HQ45a9O,1DD985F99CaX99eWHAX8XC6259A6HAaWHvC6mK5OY599ecGaY4m585eIY1vC3fAX9CHO4cK2HAXC6aaGZAM3OaYmXAGmGHf8H99O,25.56
Puzzle 10x10 #29,10,10,Wm9iA8YMeXgo8YGtGGmKE4Oe24Ge2aIYAzG1ne3C8daOYI6AAK4MCI63aYA42I28Cm351T_AOI9Y4HY888eICGxa9Q29aqDH2WaX,239BA25BA6LP8KGt8GmKZ86Y4WG58aIYHx82ZAXC1UI6H9OKHeWMmI66a5A42aG4mmmY1wtAX99A4HAGWGH9C4t99Q199ffeG19O,18.61
Puzzle 10x10 #30,10,10,WOXKu888Q6f6m4YFeYmmOv2GmGW5KKGKOH8-5Q272eA2qWGJ1AE9KWAIY5GeXY1-284AA9K19W4-KA-8Ee9n8aWK1G1S5HfG8ia4,2665E241DCqmmWHvAYXCXF81C24KKYWHCY1-ec1S25e1QWGcGYn9A4H9eH8K3A1-8245AaKGaG1-e5-8ZAa78aGYWGGneHf81P98,25.74
Puzzle 10x10 #31,10,10,41F93eaaMGiIWA9W4GH6WEa8Sg2-eHKI9HW4I1a5OCW1-A92GVYGa42XPAG51-Geea5H6e4A5C32I4An2e1YADeHz449yau434K8,21F9C599B8MaGYa424HCWn98ng1-AY599A4GaGIKXC21-Aa41_Y4IWGmbAWK1-8K59e5OYWKYXC4a25S1e2KYcY5_W19v9uGmWH8,19.27
Puzzle 10x10 #32,10,10,2QqIK2OGH19118Ie5d93Caal1K3Ae5782KAYHEO519W_2348Ag5XOK43iWXmXaKG-1Ge8p7962AHaHHGYaW3H5LKH54YBXu8K7G3,1DD9A1C258aW24IY5v9CX99x8Km5AY782KY5e7OKWI1z8m4WHg5OXA4XB83OX9A1-84K1U79OWHea5eGYI23A5gY5AGHPOn8Hu1O,25.91
Puzzle 10x10 #33,10,10,6IaadY44QKY3H84_8a1Yu58L31K81rWKH32O99YeG58cAuYG4tHl2H65KQWKKe254mOe35YeY-19CI8HmeaW1586CK8cI22yHKbG,3999FA41DAK3AWGt8a2KZAGLCWKW1wGKYX8X99AK2Y4JA7A21_Kt8KmKHQWKYYGY4XC5OYKK5-8aX98KXeaWGY463e1f981veHP8,19.42
Puzzle 10x10 #34,10,10,W5vAX24J51qe8A3OI1p3OeA9e9OK9B1YO5C235H42-A59OmWHo18COYo1x2YCIO935WY4ee1A22b8N4WSaAevAa8V1AGuaO4OCa4,25FA381DA4qYGHO6a1vCXAH9Aam59i2K3Am2XAY41-AKI3O2KoWGm6KM1z8K39CamYGY4YKWY24M1w4GZ9AKpeI1z8H8n9O1OX98,26.44
Puzzle 10x10 #35,10,10,XAnWOaKWe5aOAYYWYp8AX3G4-GI18_H6a486LW251z8caPm4WIGN2H942lY81GeHa1V51KL9IA12211Yme4D3vaxGRWBHXIOGYY2,3A7839A25AImHAK2Hy2K3O21-8IW1_HCIWG6L8WK1l8J9im24aWN8Ka24te42WHea1xeGYL99e24G42KXA1DCp9l8s1PeX9OWHeG,19.46
Puzzle 10x10 #36,10,10,1eIaK39K8El151Ym2AIGA8iIaIL5C7588WW2HPYYXI9zGlaH1HKa58KYHHa3A48G4CHXWaH_1-eI41U119Ie234l4AC2bPIK8HD8,2599A39A1Et858HO4KaGYGb999gYXEKW2424HPeKX99_1z9A1e59eGY5AH9CY2424m5O2aH_1-Aa24p82aIYGm4t8Km1PP9eWHf8,26.74
Puzzle 10x10 #37,10,10,2WYY3AAaEXY-1IIXmKm5CH961IGz1KI16I49GI2G8H71x638MWPXO1H3I5z4KIYCH2a8A2KW5E6a21TGAYK9YK4kkGZ16XIIy1H2,225A3A59E6H-8IIm3emK3eI6GI1V8YI2mI4IWI4G2HS1_3O4o4MXCWHOa5z8YIY3A4aWY4KGHSma24r8Y5Aa5e2rh8n8mX99v8H8,19.47
Puzzle 10x10 #38,10,10,282u3CAfaZVK86M6H8KW4a5aKa2-8amIW4a95G8ee2DOOA25nKQ5XYI49X5GC34e_WuKYer1K11X18WKW9pWGgItYsGEe99XC4m4,241E665D9EtAWmomY4YGWIH9AI1-8I6I44IIYG4KYGqXCKGKZeJe3ea2a6H83O2Hl8neHAN8KWG6242KWId81gItAs1uH99OmGmG,27.04
Puzzle 10x10 #39,10,10,1UeGPa93u49KKAKOAeAOY1559aGa1Ha5136GtC2AOm5A1AHWBgKIaXl15LGKWDQ51a28VYa1WTXACaW2KCK4X5K6HGemKa1YiaU4,1FA1B99C78aKHAHCYYHCYW5AIa2IGYIY1Om1VO4K3OHA25eGbgH99Ot85g4K1DDAWIW1_YaW1TCHCaGGY3AWXAYXA4HOH98HP9v8,19.69
Puzzle 10x10 #40,10,10,4K9P5A9EZAcWW2ZA1Oa2em_9e3159cH94CC9YGeeG4A8eCAK8ZW_WaamoIe42WAHI2mY2yLe1Y3a96mCH4Gye4233IYiHnQJK3S4,259BA59E7Aq24GnAWmIGY3x9A6G59QKIG6mIY1AKW2KWK6KK1u1z8aamb9A42W5ea4XA1yLe2YX99OXCY21UK4466aHPenffemn8,27.24
Puzzle 10x10 #41,10,10,8AI7G8pI9Cn3IeXWYXA865mO2A1I1pI651-aH2AW1QWaeG8I4zJW1IKI-814H8lWgA2913aAKp818KOC3OaG26e-GQ5WevYO4YA2,259E21F99CnCaHOWHCY43eXC258a1yI6Y1-9e4Y42qGIYG2a1_q24IH9-8WGY1_2LAWI1CIYHv8G2KXC3OI2465-8cH8HvemWHeG,19.76
Puzzle 10x10 #42,10,10,2fHY62K1OYA13KXGI5Oe8xX2O_G9OH1IqC92Gee4CHACOGBg6o9We99v4H36GV22WG1Y4KP51lKh1H3eK8IaO4-4O9K6ZIG1YYnG,1DA5C1A23AY4mY64IHOK1zC4mt8I3eWac6aG4KK43eYmm2bgXiI4H99v8KXC1z82424Y2YbA1_5w4HOKY2Iam1-86aHOn98WHen8,27.42
Puzzle 10x10 #43,10,10,6IcI8KcG3GKX935CoeYC4G2aXO24e5e-L4y3IAWY4I8YY4HZUgq4RGHWaC28WY9W6YAAaKI1KVIOS1OCe3A4G62WmqKPaIYYp9X8,39D985D838KX9CYXBAHCW24a3O4GKY5-g1UX9e4KWaGKYG5Edgc1j8KWamGGWKa2XAY59AaW5V9On83OY3eWG6243QHP99eHv9OG,19.77
Puzzle 10x10 #44,10,10,84H168Y9bGA-H9KN18AOG4AC44KV48Ya2b8a89eXHa3l24-YODuKXe822A9W8uCKHEGCtWcm1KXYe818GaG9e9mLYK8Fq58cc2eO,22586259B8H-AaHw24HC2WKm42Hx8WKa2b8I4I5CYa6t81-AmcnemK4WGKaG1E6YY78Xl8cmGKmHAWG4WI4a59CLAY1vfe1ff8HO,27.43
Puzzle 10x10 #45,10,10,3IIKEIXGS8a2239nWeYEG-eYOAYA59WWAo9K9nXOG285aaXIC4hYOI3YI3e2u5m6YYWa2rYYYK19eCA7WA6f9638IHGiH899Id8W,399A79C1E2I42mIZ8YHS1-AHCKHAKaWGHia59uXC241eaa39CWrA6aXAIXA4ZAmm5AGI1wKK5e2I5O5SWYXD9Om2aY1Pe1999v8G,19.87
Puzzle 10x10 #46,10,10,11CGaH49JYZLfaH55a2Y12198tKOFYwaI644AWe16C215KGWzKK2-KWKYK11OXWYID4KYHLiWOeDIOXem693aOYmeKC4mAB45o9O,24619A19DAngJ9AHAa4K24GI1VAmder99OWGKWK4XC245AW1leY1-e2HAYG43OWH9Q4KKYLB83AqaXCKXCI6ImY3eYX8mHP8HP9O,27.62
Puzzle 10x10 #47,10,10,WIA1A5KG9HSIXWtWAYGK55II52eIORa8SWKe5PeY4ImeIigO42MYae1IXYH2eHK8-GA8GtI2xK4OkG1e4AW18KX5GfS9aq5mI9HG,19A1A5A19A79O1x8HA2KYH99AG59OsI278He5BeK2ImH9Bg6GWMH9A4ImHA4YHA1-8K41_I1VeGXh8WK2KWG45CH8cn99feX99eG,19.92
Puzzle 10x10 #48,10,10,3B1Yb9Y556Aea1G5_461AAP4A524GG4XCY2z3A-1XaHYKHCgKG94e592XWa48-aYaIAK3BW2A3aeaKYSW1CFA6WK6HHo5W5fQ28O,3B85B9A5A6KKa2G5x8mGYYb8KY4G24Gm3e1zC5-839AHAYXgYGI4HAIG6GI41-9AIIYHCoWG5OIKIY5S22XFAm4KmYHPeGHff81O,27.97
Puzzle 10x10 #49,10,10,6PY8HK9a935AKODWHeX3296eWK-15goKaeY18HI6eH4K2i9Ye5J6a42q8W4ZeK6ey894WY5YHXVGaxG54e3I4946ac4ZAi2X1978,3BA1A5999CKKHCq25AXCWa6YW5-8HgbeIHeWG59OY58K1B9e5Aq6a24J8W1SYYm5y4I24YKKYXl8It8KWY6IWI4mIc1uHP8m19uG,20.04
Puzzle 10x10 #50,10,10,O98mC6eJIAKGa66O93X65G-1GeeHIaBWA39XY8aHGeg4Y2ImmmW4x5W-5XKCGRYWOG8Y2eR29aeHY3KnYWWuXKAY3KHIIaIH19IO,3986665D9AK2ammma63OY1-81AYYIIMWK39OKGIKWHg4K2a66m24te1-emHC2sYG6WG58YsGIaK5e65SYG1uXe5emYH9999e199O,28.04
Puzzle 10x10 #51,10,10,Ca9m59IY5AY2W6OOYV8YA8z5HYX1GKA5a89H9l45AXCeYYm4eAYaW2CaYe44YG-WYgGGkK9WIAYAml2GXbWO8Ae25u5aaffIX2Y1,399C599A5AK2WXC65z8KY1VAYYmW4YKYIGIH9l8KY3OHAK6WKYKI42maKY4GY1-8HgW2rAIWI5AHCt8G3P8m4KYWHEH99ff9O1eG,20.37
Puzzle 10x10 #52,10,10,1e8AauGePeW-A3Kq9O6Y4T429GMWaKK1YXcA6Xm2GB5WGW2IfHWW8lO9H94KW-1IHmWAmf9A5KaIjIKKCO454AY1XqO9IIy1HHCW,1A459E45BA1-e3eqa3OK1kG2IWb8IYYG5OJe63OG1Pe24GWIJA241_39AIGK1-8aHO2HOcaHe599R9eKXC1e25AG6cX999v8HemG,28.20
Puzzle 10x10 #53,10,10,49F219yHCWn5IX458maKAemOu5949wKa86YAmYCA2OaMXAZeYY82845H1K15XUIxeG4z8KgAW42hw2XmWWcYCH4WKX4vY3Io16IG,19F819FA627eI64YGmIKYHCmnAI19wKa23AHO5CKWX9POHEYYY24245eGKGK3v9xe21l8YLA4G1TkG3OW2q5CYWG5O1veX9P8X98,20.37
Puzzle 10x10 #54,10,10,25GYCAIda5xaKXeG1KH1H81p4nYCWIe6DK9Oe5WY2e1KeOPKGkeK5aOe8HKACZ65CK1t2bI45Xe91a8CCmWB98-K55mIA4G5GA93,2585C59F9At9eXe4WHAGYG1F8ZA38IHCcH9OKK2K2YWK5Cbe1wKHeaXe25AKXE3e3A1x8oaGHCKI4I1OXC1ia1-AHAX9eW1eGH9O,28.62
Puzzle 10x10 #55,10,10,2cIIC85WuWIWatK1YnY6YGGGGl4Y35L-K8KIe3IEA44M4Y9q5K92ar8AAIaWWcA8GICXWbt15O6XmIHAAWO5IA144a59I8AF25vG,1D99C1A278a19lA4HuHCY24WGt85CYL-A1eIYX9SYWGM1AIJAYI4aN8KKIIG2qYWGaXCGMt8K6XCX9eKYGXeIY422aH998Hv8Hv8,20.40
Puzzle 10x10 #56,10,10,G9iIqIIa5WEA5aX58CKO2a3m4KdY53Zm223m8WzG29WtIKYHGKKCA8GoXImCCAW-GSHIGYm3GI1K3q1SOO278b66GYeI5eIXeIIm,19B9D999A27AKa3A46HOWImX8KpeHC7O24XCG1l8WI1z9e5AWK5OY41i6IXCXA1-8ZeIGY3OWI2K3Q1S3O1EGo3OGYH9eH9OH99O,28.71
Puzzle 10x10 #57,10,10,1eWyPIC2XXGH9e4e2COY4pIZ9XzeWKAa61I1Wx8e1_eIY21WhY42KKXs2k84W2X9KWo2a5tACHYa4Am5GGIemI3eO52I74qaM5HC,1A1FB9C2662KaKGY4mmK1yaZ9CtA4YYa6GaWGt8K1_YIY24WNeWGKHOs1kG424X9AWMWIYtA3AKaG5OKWGIKma3e6Y19u1f9PeHO,20.57
Puzzle 10x10 #58,10,10,G9PPG25aBKmYee3Y2WHGW963K8WdQ5ba6Waz2YH2HICI96Y81K5KmYYXzTh8YGA1oY221HJ9aN2yXa54m3W2G1991fYIo9IGeyH2,19BB8459BA3AKKXe24KG2ImXA24pfAMI62It8HAGYImIImK44KKHCKKXlhh8Y1eWbAWGGKJ99k1U39e43O2WGWII4cH9P998HveG,30.13
Puzzle 10x10 #59,10,10,48AHWO9a9ZfI1V6q4Y55KaWWY8GIGgut42-2iaXW4a8m1W9W9CPG55mIAme5GeG1zeHQ2HulGaYY2Z8AWe8WA9CG8oeM9H2q9y93,245A43999Eqa1zCJ85eKYa4WY4Ga1gnl81-8b9CG2aG6WGa4a6o1eHCaYXeK2K41le5Q4Ynl8aHe1u2K2YGW59C24oHP9e1f9v9O,21.04
Puzzle 10x10 #60,10,10,mI68HAY6W7HI1tW3mee48H14Kz26aIH-9822I9KZeGYYGXYWHYY1AH7Ho9XXOmWp6YIXAY5G5LE34GXW4YAKH4dh8Kn54aM52Ha6,39C25A5C1EKa1_2mXAYGWY4WHV86II5-98WGaIHSYWHA23e4KYK1AHSHia3OXC1UXAaXAKY1eLEm44m42K5eYGdh8Yne19PeGH9O,30.34
Puzzle 10x10 #61,10,10,CI9IIBi8C4Y3G8mCIaIeWY5-961mGV6KG4WTo15GK65A1GG92yPYXHV456GKW9JW5Xn9IKWd498nI4KOGk8_1KKQOQG88AaI2AAG,39999BB862K6243OIaIKWYH-9O4m1_6KWG1hB8YGYm5A24GI1UMY6Hx85OWKWIqG5OZ99e1y2a1EI25C1k1_1eHQmcWGWH998HeG,21.37
Puzzle 10x10 #62,10,10,2GG8YaIbY8YlWz45aOaH4AYo1a2C5n5d22-4SA5COA211AOYY49C1seY856G8O9G9aezX5e5VGAa144XYI2mpGAyAJZ9K3G4K861,2242599BA2H_1z859OIK2YHi2a1C5uHUW1-8Ze5C3eG2WHCHeWI61RAY25C42mI4IIH_XeK5z8KIWG1CYaW6d8HFAcn9emG1eGmG,30.98
Puzzle 10x10 #63,10,10,WH1GHY4aFKAii-55mI2811W4GAKXeGYVGCKum3VGOCYDm8NHY5K4A6eGW392WYGW5IG1Y5q2-AGBl49Y532w2GAO8VOKH82vW4HW,1A225A19FA5PP-AHCaGGW24WGKYXA45x83e7O3x8XCHDOWNAKKY1e3AWGma42K24KI24YYq1-e1Px8IKY6WN825O1_mHeG1v81eG,21.70
Puzzle 10x10 #64,10,10,WO4GXeGAa5a2z652S62Yua5A3p42ANKAYK2Km52G2Y23GWaAv55_81-A4AYAWe1XW5K9mEK-5LG1-2rGKW25X64GWYHaGOOe9IqW,1C243A259Aa1zCKGnC2KZ9eYXF8W5wK5AKWHCY4GWY4m24a5vA5z81-eW5AKWY46WHAa3u5-eL81-8N8YWGY66WGWKH98mmH99f8,30.99
Puzzle 10x10 #65,10,10,8GO3IAGC289M9Y3teK-Wm3WE4eWW8HN1mIYHcCI4WaCX6A429A19cA9I8-4YO65a49I4HgBHW5Seg81nYA6AAaM1XHOXa9eOI9o1,22639A4624IoIK3xeH-83OGn8KG2WKN839e5DOa4WI3O6YW2aY4IJeII1-8KXCKI2IIWHgbe2HSKL81SY5CHeab83emX99eX99P8,22.05
Puzzle 10x10 #66,10,10,CaaH5aapI6BY532IH19GKO2K2112OgYD39V8xKA43AAH8AAm891IY9H9yI7A81yCxG41a5BGa2528GemKIem4Y-Wm5GSa954e99O,399A599F9CM5Am19eGa4Ym4K2424XgKcX9_1_5AGXeHAWHem2I19AI59F9SK21FOt8WGaYMWIWK24W5OYI5OW5-8XAGn99eWH99O,31.05
Puzzle 10x10 #67,10,10,CIvYWKOW5KoGIK4ALH1YWAGa893IKA9I2N_1KaKHOlYGG1b2GbG497GS9l31G4839WDWYGgwzIz4Y8l8Y421W82HAaHIIIaaK2Pm,39FA1A385AMWIH8KLe4KWK4I2aX9eYaa1Tz859AKXlAWW1i24oWGI78Z9zCG222mI1QWY4LTV9V8K1x8YWWGWGW5AIH99999e1PO,22.31
Puzzle 10x10 #68,10,10,XA7KWG8Ai2KX9A_8lWAWC96IWY61OT4O6I2X98a4Z9A8zGKIK4YWG4YO9Y7WXYCFeKI3aASamGamAA-44Y11-1ea22mIb5GCDIIG,3A7A2425B8KmIH_1x8K4X9CIWHCGXk4XCI4X98aGZ9e1x859e4K424KX9AZ8Xe3ve59CIK79O2a3e5-8WK21-8KaWGX9PeGXf998,31.22
